date,quarter,day_of_week,neighborhood,bike_cost,location,long,lat
2015-08-21,2015-10-01,Friday,South Parkdale (85),338.99,Commercial Areas,-79.4393378322998,43.636699519318434
2015-08-06,2015-07-01,Thursday,Victoria Village (43),670,Commercial Areas,-79.31487382056616,43.72848900069367
2015-08-24,2015-10-01,Monday,Yorkdale-Glen Park (31),200,Residential Structures,-79.45710807275005,43.71467151108852
2015-08-25,2015-10-01,Tuesday,Casa Loma (96),700,Residential Structures,-79.40800664807479,43.68185209508544
2015-08-27,2015-10-01,Thursday,Bay Street Corridor (76),0,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-27,2015-10-01,Thursday,Annex (95),250,Open/Public Spaces,-79.40400062928025,43.67158543003155
2015-08-27,2015-10-01,Thursday,Bedford Park-Nortown (39),500,Public Institutions,-79.42022735886505,43.73148619626069
2015-08-27,2015-10-01,Thursday,Casa Loma (96),1800,Commercial Areas,-79.40800664807479,43.68185209508544
2015-08-26,2015-10-01,Wednesday,Bay Street Corridor (76),1500,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-28,2015-10-01,Friday,Runnymede-Bloor West Village (89),400,Residential Structures,-79.48570817771532,43.65926881162892
2015-08-19,2015-10-01,Wednesday,Kensington-Chinatown (78),545.95,Commercial Areas,-79.39723987739471,43.6535541286232
2015-08-27,2015-10-01,Thursday,Markland Wood (12),120,Residential Structures,-79.57343154487708,43.63354173983873
2015-08-28,2015-10-01,Friday,East End-Danforth (62),800,Residential Structures,-79.29935867382727,43.68417387262764
2015-08-27,2015-10-01,Thursday,Markland Wood (12),449,Residential Structures,-79.57343154487708,43.63354173983873
2015-08-26,2015-10-01,Wednesday,East End-Danforth (62),1169,Residential Structures,-79.29935867382727,43.68417387262764
2015-08-28,2015-10-01,Friday,Glenfield-Jane Heights (25),200,Residential Structures,-79.51346530987723,43.74563573564186
2015-08-26,2015-10-01,Wednesday,Willowdale East (51),660,Commercial Areas,-79.40148379055928,43.770602244553096
2015-08-29,2015-10-01,Saturday,Waterfront Communities-The Island (77),1800,Residential Structures,-79.3772023229936,43.633880327159524
2015-08-21,2015-10-01,Friday,Briar Hill-Belgravia (108),2000,Open/Public Spaces,-79.45285129984684,43.69902437760449
2015-08-28,2015-10-01,Friday,Annex (95),880,Residential Structures,-79.40400062928025,43.67158543003155
2015-08-22,2015-10-01,Saturday,Henry Farm (53),400,Commercial Areas,-79.34124066861594,43.771144139011675
2015-08-27,2015-10-01,Thursday,Yonge-Eglinton (100),900,Residential Structures,-79.40359016622641,43.70468936092784
2015-08-28,2015-10-01,Friday,Church-Yonge Corridor (75),400,Commercial Areas,-79.37901716162628,43.659648849449276
2015-08-28,2015-10-01,Friday,Waterfront Communities-The Island (77),600,Others,-79.3772023229936,43.633880327159524
2015-08-21,2015-10-01,Friday,Briar Hill-Belgravia (108),2000,Residential Structures,-79.45285129984684,43.69902437760449
2015-08-28,2015-10-01,Friday,Bay Street Corridor (76),5000,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-21,2015-10-01,Friday,University (79),300,Open/Public Spaces,-79.40117974868369,43.66250619981047
2015-08-26,2015-10-01,Wednesday,East End-Danforth (62),575,Residential Structures,-79.29935867382727,43.68417387262764
2015-08-28,2015-10-01,Friday,Glenfield-Jane Heights (25),1200,Residential Structures,-79.51346530987723,43.74563573564186
2015-08-29,2015-10-01,Saturday,Regent Park (72),250,Residential Structures,-79.3605088053568,43.659992140783885
2015-08-23,2015-10-01,Sunday,Malvern (132),3500,Residential Structures,-79.2225166213798,43.80365817700939
2015-08-30,2015-10-01,Sunday,Annex (95),800,Open/Public Spaces,-79.40400062928025,43.67158543003155
2015-08-29,2015-10-01,Saturday,Humewood-Cedarvale (106),100,Commercial Areas,-79.42768334947216,43.69136980411722
2015-08-29,2015-10-01,Saturday,Moss Park (73),350,Residential Structures,-79.36729702995146,43.656517618834606
2015-08-30,2015-10-01,Sunday,Bay Street Corridor (76),650,Open/Public Spaces,-79.38572124534863,43.657511330997565
2015-08-28,2015-10-01,Friday,Leaside-Bennington (56),500,Residential Structures,-79.36607234417629,43.703796594874674
2015-08-25,2015-10-01,Tuesday,Alderwood (20),589,Commercial Areas,-79.54161093042093,43.60493688403101
2015-08-31,2015-10-01,Monday,Rosedale-Moore Park (98),1000,Residential Structures,-79.37966939989423,43.6828204124932
2015-08-31,2015-10-01,Monday,Bay Street Corridor (76),350,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-28,2015-10-01,Friday,Glenfield-Jane Heights (25),700,Residential Structures,-79.51346530987723,43.74563573564186
2015-08-19,2015-10-01,Wednesday,Niagara (82),1000,Commercial Areas,-79.41242040394009,43.63668087060661
2015-08-31,2015-10-01,Monday,Bay Street Corridor (76),920,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-30,2015-10-01,Sunday,Kensington-Chinatown (78),500,Commercial Areas,-79.39723987739471,43.6535541286232
2015-08-27,2015-10-01,Thursday,Rosedale-Moore Park (98),900,Residential Structures,-79.37966939989423,43.6828204124932
2015-08-30,2015-10-01,Sunday,Annex (95),650,Residential Structures,-79.40400062928025,43.67158543003155
2015-08-30,2015-10-01,Sunday,North St.James Town (74),917.67,Residential Structures,-79.37524657752182,43.669623407232905
2015-08-30,2015-10-01,Sunday,Rosedale-Moore Park (98),500,Residential Structures,-79.37966939989423,43.6828204124932
2015-08-31,2015-10-01,Monday,Roncesvalles (86),1700,Residential Structures,-79.44299244306902,43.64612298805443
2015-08-28,2015-10-01,Friday,Leaside-Bennington (56),500,Residential Structures,-79.36607234417629,43.703796594874674
2015-08-30,2015-10-01,Sunday,Rosedale-Moore Park (98),500,Residential Structures,-79.37966939989423,43.6828204124932
2015-08-26,2015-10-01,Wednesday,Humewood-Cedarvale (106),500,Commercial Areas,-79.42768334947216,43.69136980411722
2015-08-29,2015-10-01,Saturday,Moss Park (73),620,Residential Structures,-79.36729702995146,43.656517618834606
2015-08-22,2015-10-01,Saturday,Palmerston-Little Italy (80),600,Residential Structures,-79.4184087281674,43.65915710120554
2015-08-29,2015-10-01,Saturday,Mount Pleasant East (99),499.99,Open/Public Spaces,-79.38492394099212,43.70485215179517
2015-08-27,2015-10-01,Thursday,Church-Yonge Corridor (75),200,Commercial Areas,-79.37901716162628,43.659648849449276
2015-08-31,2015-10-01,Monday,Bay Street Corridor (76),130,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-21,2015-10-01,Friday,Humbermede (22),150,Residential Structures,-79.54236711801718,43.7434295073787
2015-08-31,2015-10-01,Monday,South Riverdale (70),189.99,Residential Structures,-79.33565132290826,43.6492919996662
2015-08-27,2015-10-01,Thursday,Waterfront Communities-The Island (77),700,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-09-01,2015-10-01,Tuesday,Dovercourt-Wallace Emerson-Junction (93),400,Residential Structures,-79.43854070116043,43.6656769257464
2015-08-28,2015-10-01,Friday,Bay Street Corridor (76),350,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-30,2015-10-01,Sunday,Mimico (includes Humber Bay Shores) (17),379.99,Residential Structures,-79.50013665098422,43.61592384473713
2015-08-28,2015-10-01,Friday,Church-Yonge Corridor (75),1150,Commercial Areas,-79.37901716162628,43.659648849449276
2015-08-31,2015-10-01,Monday,Yonge-St.Clair (97),1000,Open/Public Spaces,-79.39787076624125,43.68785886372433
2015-09-01,2015-10-01,Tuesday,Little Portugal (84),550,Residential Structures,-79.43032271138112,43.64753592717682
2015-09-01,2015-10-01,Tuesday,Bay Street Corridor (76),700,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-28,2015-10-01,Friday,Bayview Village (52),300,Open/Public Spaces,-79.37711685879394,43.776360508669505
2015-09-01,2015-10-01,Tuesday,Moss Park (73),1200,Residential Structures,-79.36729702995146,43.656517618834606
2015-08-28,2015-10-01,Friday,Glenfield-Jane Heights (25),400,Residential Structures,-79.51346530987723,43.74563573564186
2015-08-28,2015-10-01,Friday,Glenfield-Jane Heights (25),500,Residential Structures,-79.51346530987723,43.74563573564186
2015-08-28,2015-10-01,Friday,Glenfield-Jane Heights (25),500,Residential Structures,-79.51346530987723,43.74563573564186
2015-08-28,2015-10-01,Friday,Glenfield-Jane Heights (25),200,Residential Structures,-79.51346530987723,43.74563573564186
2015-08-31,2015-10-01,Monday,Annex (95),1200,Open/Public Spaces,-79.40400062928025,43.67158543003155
2015-08-27,2015-10-01,Thursday,Church-Yonge Corridor (75),900,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-08-28,2015-10-01,Friday,Church-Yonge Corridor (75),560,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-08-17,2015-10-01,Monday,South Riverdale (70),1700,Open/Public Spaces,-79.33565132290826,43.6492919996662
2015-08-21,2015-10-01,Friday,North St.James Town (74),1250,Residential Structures,-79.37524657752182,43.669623407232905
2015-09-01,2015-10-01,Tuesday,University (79),700,Commercial Areas,-79.40117974868369,43.66250619981047
2015-08-21,2015-10-01,Friday,North St.James Town (74),900,Residential Structures,-79.37524657752182,43.669623407232905
2015-08-26,2015-10-01,Wednesday,Broadview North (57),670,Residential Structures,-79.35562951364216,43.68882511190598
2015-06-08,2015-07-01,Monday,Regent Park (72),789.87,Residential Structures,-79.3605088053568,43.659992140783885
2015-09-02,2015-10-01,Wednesday,South Riverdale (70),500,Open/Public Spaces,-79.33565132290826,43.6492919996662
2015-09-01,2015-10-01,Tuesday,Oakwood Village (107),1500,Residential Structures,-79.43978547678283,43.68856555117282
2015-09-02,2015-10-01,Wednesday,Stonegate-Queensway (16),2000,Residential Structures,-79.50112821107008,43.63551811593917
2015-09-02,2015-10-01,Wednesday,High Park-Swansea (87),880,Residential Structures,-79.46787222692247,43.64506457452669
2015-08-26,2015-10-01,Wednesday,Thistletown-Beaumond Heights (3),150,Residential Structures,-79.56349101320373,43.737987910453754
2015-08-10,2015-07-01,Monday,The Beaches (63),700,Residential Structures,-79.29960131609589,43.67104998326742
2015-09-02,2015-10-01,Wednesday,Dufferin Grove (83),400,Open/Public Spaces,-79.43734103751373,43.655428330164874
2015-09-02,2015-10-01,Wednesday,South Riverdale (70),494,Residential Structures,-79.33565132290826,43.6492919996662
2015-08-15,2015-07-01,Saturday,Niagara (82),1000,Residential Structures,-79.41242040394009,43.63668087060661
2015-09-02,2015-10-01,Wednesday,Palmerston-Little Italy (80),375,Residential Structures,-79.4184087281674,43.65915710120554
2015-09-03,2015-10-01,Thursday,Agincourt South-Malvern West (128),174.99,Public Institutions,-79.2656118002269,43.788657536163946
2015-08-30,2015-10-01,Sunday,Wychwood (94),750,Commercial Areas,-79.42551494769461,43.67691926447834
2015-09-01,2015-10-01,Tuesday,Church-Yonge Corridor (75),549,Commercial Areas,-79.37901716162628,43.659648849449276
2015-08-14,2015-07-01,Friday,Bay Street Corridor (76),500,Commercial Areas,-79.38572124534863,43.657511330997565
2015-08-31,2015-10-01,Monday,Rosedale-Moore Park (98),2500,Open/Public Spaces,-79.37966939989423,43.6828204124932
2015-09-03,2015-10-01,Thursday,Elms-Old Rexdale (5),300,Public Institutions,-79.54898271587403,43.72151885714892
2015-09-02,2015-10-01,Wednesday,High Park-Swansea (87),900,Residential Structures,-79.46787222692247,43.64506457452669
2015-09-04,2015-10-01,Friday,Waterfront Communities-The Island (77),1200,Residential Structures,-79.3772023229936,43.633880327159524
2015-09-04,2015-10-01,Friday,Church-Yonge Corridor (75),1000,Commercial Areas,-79.37901716162628,43.659648849449276
2015-09-04,2015-10-01,Friday,Church-Yonge Corridor (75),600,Residential Structures,-79.37901716162628,43.659648849449276
2015-08-01,2015-07-01,Saturday,Niagara (82),600,Residential Structures,-79.41242040394009,43.63668087060661
2015-09-04,2015-10-01,Friday,University (79),0,Residential Structures,-79.40117974868369,43.66250619981047
2015-09-03,2015-10-01,Thursday,South Riverdale (70),160,Open/Public Spaces,-79.33565132290826,43.6492919996662
2015-08-30,2015-10-01,Sunday,Humewood-Cedarvale (106),900,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-01,2015-10-01,Tuesday,Church-Yonge Corridor (75),971.78,Residential Structures,-79.37901716162628,43.659648849449276
2015-09-04,2015-10-01,Friday,University (79),0,Residential Structures,-79.40117974868369,43.66250619981047
2015-08-31,2015-10-01,Monday,South Parkdale (85),1500,Residential Structures,-79.4393378322998,43.636699519318434
2015-09-04,2015-10-01,Friday,Church-Yonge Corridor (75),0,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-09-05,2015-10-01,Saturday,Humewood-Cedarvale (106),500,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-04,2015-10-01,Friday,Oakwood Village (107),489,Residential Structures,-79.43978547678283,43.68856555117282
2015-08-09,2015-07-01,Sunday,O'Connor-Parkview (54),350,Commercial Areas,-79.31222776491182,43.70680048177226
2015-09-04,2015-10-01,Friday,Caledonia-Fairbank (109),7000,Residential Structures,-79.4552120795635,43.688568647155336
2015-09-05,2015-10-01,Saturday,Waterfront Communities-The Island (77),1100,Commercial Areas,-79.3772023229936,43.633880327159524
2015-09-04,2015-10-01,Friday,Mount Olive-Silverstone-Jamestown (2),500,Commercial Areas,-79.58725925980302,43.74686777792156
2015-09-04,2015-10-01,Friday,Waterfront Communities-The Island (77),1000,Others,-79.3772023229936,43.633880327159524
2015-09-05,2015-10-01,Saturday,Humewood-Cedarvale (106),500,Commercial Areas,-79.42768334947216,43.69136980411722
2015-08-31,2015-10-01,Monday,Dufferin Grove (83),150,Residential Structures,-79.43734103751373,43.655428330164874
2015-09-05,2015-10-01,Saturday,Bay Street Corridor (76),500,Transportation,-79.38572124534863,43.657511330997565
2015-09-01,2015-10-01,Tuesday,Leaside-Bennington (56),1000,Open/Public Spaces,-79.36607234417629,43.703796594874674
2015-07-17,2015-07-01,Friday,Church-Yonge Corridor (75),400,Residential Structures,-79.37901716162628,43.659648849449276
2015-09-06,2015-10-01,Sunday,Annex (95),1000,Residential Structures,-79.40400062928025,43.67158543003155
2015-08-13,2015-07-01,Thursday,Niagara (82),500,Residential Structures,-79.41242040394009,43.63668087060661
2015-06-29,2015-07-01,Monday,Moss Park (73),650,Residential Structures,-79.36729702995146,43.656517618834606
2015-06-29,2015-07-01,Monday,Moss Park (73),325,Residential Structures,-79.36729702995146,43.656517618834606
2015-09-06,2015-10-01,Sunday,Waterfront Communities-The Island (77),677.99,Commercial Areas,-79.3772023229936,43.633880327159524
2015-09-02,2015-10-01,Wednesday,Mimico (includes Humber Bay Shores) (17),7490,Commercial Areas,-79.50013665098422,43.61592384473713
2015-09-07,2015-10-01,Monday,University (79),320,Group/Shared Home,-79.40117974868369,43.66250619981047
2015-09-02,2015-10-01,Wednesday,Englemount-Lawrence (32),350,Commercial Areas,-79.43740854668668,43.720344647265435
2015-09-07,2015-10-01,Monday,Danforth East York (59),100,Residential Structures,-79.33140338933542,43.68946809019784
2015-09-07,2015-10-01,Monday,Willowdale East (51),270,Others,-79.40148379055928,43.770602244553096
2015-09-03,2015-10-01,Thursday,Taylor-Massey (61),279.99,Residential Structures,-79.2959011185942,43.69499818569401
2015-09-06,2015-10-01,Sunday,Englemount-Lawrence (32),500,Commercial Areas,-79.43740854668668,43.720344647265435
2015-09-03,2015-10-01,Thursday,Cabbagetown-South St.James Town (71),3500,Residential Structures,-79.36610665903528,43.66764772385686
2015-09-02,2015-10-01,Wednesday,Humewood-Cedarvale (106),700,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-07,2015-10-01,Monday,Waterfront Communities-The Island (77),500,Residential Structures,-79.3772023229936,43.633880327159524
2015-09-02,2015-10-01,Wednesday,Humewood-Cedarvale (106),700,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-07,2015-10-01,Monday,Yorkdale-Glen Park (31),400,Residential Structures,-79.45710807275005,43.71467151108852
2015-09-07,2015-10-01,Monday,Waterfront Communities-The Island (77),700,Residential Structures,-79.3772023229936,43.633880327159524
2015-09-05,2015-10-01,Saturday,Glenfield-Jane Heights (25),650,Residential Structures,-79.51346530987723,43.74563573564186
2015-09-02,2015-10-01,Wednesday,Englemount-Lawrence (32),250,Commercial Areas,-79.43740854668668,43.720344647265435
2015-09-07,2015-10-01,Monday,Yorkdale-Glen Park (31),350,Residential Structures,-79.45710807275005,43.71467151108852
2015-09-05,2015-10-01,Saturday,Glenfield-Jane Heights (25),350,Residential Structures,-79.51346530987723,43.74563573564186
2015-09-04,2015-10-01,Friday,Dovercourt-Wallace Emerson-Junction (93),400,Residential Structures,-79.43854070116043,43.6656769257464
2015-09-03,2015-10-01,Thursday,Agincourt South-Malvern West (128),200,Open/Public Spaces,-79.2656118002269,43.788657536163946
2015-09-07,2015-10-01,Monday,Yorkdale-Glen Park (31),650,Residential Structures,-79.45710807275005,43.71467151108852
2015-09-07,2015-10-01,Monday,Yorkdale-Glen Park (31),400,Residential Structures,-79.45710807275005,43.71467151108852
2015-09-04,2015-10-01,Friday,Niagara (82),1200,Residential Structures,-79.41242040394009,43.63668087060661
2015-08-28,2015-10-01,Friday,Humewood-Cedarvale (106),1000,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-06,2015-10-01,Sunday,Waterfront Communities-The Island (77),750,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-09-03,2015-10-01,Thursday,Dufferin Grove (83),1600,Commercial Areas,-79.43734103751373,43.655428330164874
2015-06-01,2015-07-01,Monday,East End-Danforth (62),400,Open/Public Spaces,-79.29935867382727,43.68417387262764
2015-09-04,2015-10-01,Friday,Woodbine Corridor (64),700,Residential Structures,-79.31540737735443,43.67677291736932
2015-09-03,2015-10-01,Thursday,Clairlea-Birchmount (120),250,Residential Structures,-79.28138177798613,43.713592355014924
2015-09-04,2015-10-01,Friday,Woodbine Corridor (64),1150,Residential Structures,-79.31540737735443,43.67677291736932
2015-09-07,2015-10-01,Monday,Westminster-Branson (35),1800,Residential Structures,-79.45241822037676,43.77881319903913
2015-09-06,2015-10-01,Sunday,Greenwood-Coxwell (65),833,Residential Structures,-79.32431802090154,43.67261230021652
2015-09-01,2015-10-01,Tuesday,Bay Street Corridor (76),300,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-08,2015-10-01,Tuesday,Humewood-Cedarvale (106),180,Residential Structures,-79.42768334947216,43.69136980411722
2015-09-06,2015-10-01,Sunday,Waterfront Communities-The Island (77),2000,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-09-08,2015-10-01,Tuesday,Junction Area (90),150,Residential Structures,-79.47143987276426,43.667889760215104
2015-08-22,2015-10-01,Saturday,East End-Danforth (62),300,Residential Structures,-79.29935867382727,43.68417387262764
2015-09-08,2015-10-01,Tuesday,Bay Street Corridor (76),0,Open/Public Spaces,-79.38572124534863,43.657511330997565
2015-09-02,2015-10-01,Wednesday,Yorkdale-Glen Park (31),500,Commercial Areas,-79.45710807275005,43.71467151108852
2015-09-08,2015-10-01,Tuesday,Waterfront Communities-The Island (77),500,Commercial Areas,-79.3772023229936,43.633880327159524
2015-09-09,2015-10-01,Wednesday,Agincourt South-Malvern West (128),0,Public Institutions,-79.2656118002269,43.788657536163946
2015-09-07,2015-10-01,Monday,Regent Park (72),300,Commercial Areas,-79.3605088053568,43.659992140783885
2015-09-09,2015-10-01,Wednesday,Willowdale West (37),700,Open/Public Spaces,-79.42755780279825,43.77121048659164
2015-09-09,2015-10-01,Wednesday,Dovercourt-Wallace Emerson-Junction (93),150,Residential Structures,-79.43854070116043,43.6656769257464
2015-09-08,2015-10-01,Tuesday,Rosedale-Moore Park (98),1863.37,Residential Structures,-79.37966939989423,43.6828204124932
2015-09-08,2015-10-01,Tuesday,Rosedale-Moore Park (98),2656.86,Residential Structures,-79.37966939989423,43.6828204124932
2015-09-08,2015-10-01,Tuesday,New Toronto (18),1825,Commercial Areas,-79.51035809204086,43.60058858826094
2015-09-09,2015-10-01,Wednesday,Church-Yonge Corridor (75),200,Commercial Areas,-79.37901716162628,43.659648849449276
2015-09-08,2015-10-01,Tuesday,Oakridge (121),0,Residential Structures,-79.2797083448345,43.697408127371254
2015-09-07,2015-10-01,Monday,Mount Pleasant East (99),800,Residential Structures,-79.38492394099212,43.70485215179517
2015-09-09,2015-10-01,Wednesday,Annex (95),500,Open/Public Spaces,-79.40400062928025,43.67158543003155
2015-09-09,2015-10-01,Wednesday,Roncesvalles (86),100,Residential Structures,-79.44299244306902,43.64612298805443
2015-09-10,2015-10-01,Thursday,Mount Pleasant West (104),2200,Public Institutions,-79.3933595525685,43.70443516328523
2015-09-10,2015-10-01,Thursday,North St.James Town (74),600,Open/Public Spaces,-79.37524657752182,43.669623407232905
2015-09-08,2015-10-01,Tuesday,Highland Creek (134),150,Residential Structures,-79.1774724769542,43.79077475905604
2015-09-04,2015-10-01,Friday,University (79),500,Commercial Areas,-79.40117974868369,43.66250619981047
2015-09-05,2015-10-01,Saturday,Cabbagetown-South St.James Town (71),800,Residential Structures,-79.36610665903528,43.66764772385686
2015-09-09,2015-10-01,Wednesday,Rosedale-Moore Park (98),300,Open/Public Spaces,-79.37966939989423,43.6828204124932
2015-09-05,2015-10-01,Saturday,Bedford Park-Nortown (39),525,Residential Structures,-79.42022735886505,43.73148619626069
2015-09-09,2015-10-01,Wednesday,Bay Street Corridor (76),992,Open/Public Spaces,-79.38572124534863,43.657511330997565
2015-09-08,2015-10-01,Tuesday,Rosedale-Moore Park (98),2000,Residential Structures,-79.37966939989423,43.6828204124932
2015-09-01,2015-10-01,Tuesday,Casa Loma (96),449,Residential Structures,-79.40800664807479,43.68185209508544
2015-09-10,2015-10-01,Thursday,Glenfield-Jane Heights (25),200,Residential Structures,-79.51346530987723,43.74563573564186
2015-09-11,2015-10-01,Friday,Niagara (82),200,Commercial Areas,-79.41242040394009,43.63668087060661
2015-09-11,2015-10-01,Friday,Cabbagetown-South St.James Town (71),700,Residential Structures,-79.36610665903528,43.66764772385686
2015-09-11,2015-10-01,Friday,Niagara (82),1000,Commercial Areas,-79.41242040394009,43.63668087060661
2015-09-11,2015-10-01,Friday,Cabbagetown-South St.James Town (71),350,Residential Structures,-79.36610665903528,43.66764772385686
2015-08-30,2015-10-01,Sunday,High Park North (88),0,Residential Structures,-79.46630216770625,43.65756491093699
2015-09-10,2015-10-01,Thursday,Oakridge (121),400,Residential Structures,-79.2797083448345,43.697408127371254
2015-09-10,2015-10-01,Thursday,Glenfield-Jane Heights (25),200,Residential Structures,-79.51346530987723,43.74563573564186
2015-09-10,2015-10-01,Thursday,Rosedale-Moore Park (98),350,Public Institutions,-79.37966939989423,43.6828204124932
2015-09-11,2015-10-01,Friday,Banbury-Don Mills (42),982,Commercial Areas,-79.34971796126571,43.737656974004324
2015-09-01,2015-10-01,Tuesday,Casa Loma (96),659,Residential Structures,-79.40800664807479,43.68185209508544
2015-09-10,2015-10-01,Thursday,Corso Italia-Davenport (92),1800,Public Institutions,-79.44746932943953,43.67766090308253
2015-09-08,2015-10-01,Tuesday,Rosedale-Moore Park (98),3000,Residential Structures,-79.37966939989423,43.6828204124932
2015-09-10,2015-10-01,Thursday,Westminster-Branson (35),0,Commercial Areas,-79.45241822037676,43.77881319903913
2015-09-11,2015-10-01,Friday,Willowdale East (51),0,Commercial Areas,-79.40148379055928,43.770602244553096
2015-09-11,2015-10-01,Friday,Lawrence Park South (103),1000,Public Institutions,-79.40603941914907,43.717211693960785
2015-09-11,2015-10-01,Friday,Moss Park (73),599,Open/Public Spaces,-79.36729702995146,43.656517618834606
2015-09-09,2015-10-01,Wednesday,Bay Street Corridor (76),550,Commercial Areas,-79.38572124534863,43.657511330997565
2015-09-12,2015-10-01,Saturday,Don Valley Village (47),1000,Transportation,-79.35364413195393,43.783293676309825
2015-09-05,2015-10-01,Saturday,North Riverdale (68),650,Residential Structures,-79.35126041348335,43.67199514515696
2015-09-10,2015-10-01,Thursday,Bay Street Corridor (76),500,Open/Public Spaces,-79.38572124534863,43.657511330997565
2015-09-11,2015-10-01,Friday,Bayview Village (52),134,Open/Public Spaces,-79.37711685879394,43.776360508669505
2015-09-03,2015-10-01,Thursday,Lambton Baby Point (114),1200,Residential Structures,-79.49604524953277,43.65742012275136
2015-09-04,2015-10-01,Friday,Dufferin Grove (83),752,Residential Structures,-79.43734103751373,43.655428330164874
2015-09-10,2015-10-01,Thursday,Waterfront Communities-The Island (77),0,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-08-29,2015-10-01,Saturday,Blake-Jones (69),1300,Commercial Areas,-79.3373941737337,43.676172877463664
2015-09-10,2015-10-01,Thursday,High Park North (88),620,Residential Structures,-79.46630216770625,43.65756491093699
2015-09-13,2015-10-01,Sunday,Bay Street Corridor (76),600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2015-09-06,2015-10-01,Sunday,Mount Pleasant West (104),900,Commercial Areas,-79.3933595525685,43.70443516328523
2015-09-14,2015-10-01,Monday,Church-Yonge Corridor (75),500,Commercial Areas,-79.37901716162628,43.659648849449276
2015-09-14,2015-10-01,Monday,Little Portugal (84),600,Public Institutions,-79.43032271138112,43.64753592717682
2015-09-11,2015-10-01,Friday,University (79),500,Residential Structures,-79.40117974868369,43.66250619981047
2015-09-09,2015-10-01,Wednesday,Church-Yonge Corridor (75),1000,Open/Public Spaces,-79.37901716162628,43.659648849449276
2015-09-11,2015-10-01,Friday,South Riverdale (70),300,Open/Public Spaces,-79.33565132290826,43.6492919996662
2015-09-07,2015-10-01,Monday,Leaside-Bennington (56),4500,Residential Structures,-79.36607234417629,43.703796594874674
2015-09-10,2015-10-01,Thursday,Waterfront Communities-The Island (77),750,Commercial Areas,-79.3772023229936,43.633880327159524
2015-09-13,2015-10-01,Sunday,Kensington-Chinatown (78),250,Open/Public Spaces,-79.39723987739471,43.6535541286232
2015-09-14,2015-10-01,Monday,Glenfield-Jane Heights (25),0,Residential Structures,-79.51346530987723,43.74563573564186
2015-09-07,2015-10-01,Monday,Church-Yonge Corridor (75),800,Residential Structures,-79.37901716162628,43.659648849449276
2015-09-10,2015-10-01,Thursday,Corso Italia-Davenport (92),400,Open/Public Spaces,-79.44746932943953,43.67766090308253
2015-09-14,2015-10-01,Monday,Palmerston-Little Italy (80),550,Public Institutions,-79.4184087281674,43.65915710120554
2015-09-14,2015-10-01,Monday,Playter Estates-Danforth (67),1299.99,Residential Structures,-79.35488728710035,43.67970046819963
2015-09-14,2015-10-01,Monday,Glenfield-Jane Heights (25),0,Residential Structures,-79.51346530987723,43.74563573564186
2015-09-01,2015-10-01,Tuesday,Waterfront Communities-The Island (77),400,Open/Public Spaces,-79.3772023229936,43.633880327159524
2015-09-13,2015-10-01,Sunday,South Riverdale (70),1000,Residential Structures,-79.33565132290826,43.6492919996662
2015-09-15,2015-10-01,Tuesday,South Riverdale (70),653.15,Commercial Areas,-79.33565132290826,43.6492919996662
2015-09-15,2015-10-01,Tuesday,Newtonbrook West (36),550,Others,-79.4314215134344,43.785829927437725
2015-09-14,2015-10-01,Monday,South Parkdale (85),500,Commercial Areas,-79.4393378322998,43.636699519318434
2015-09-12,2015-10-01,Saturday,Greenwood-Coxwell (65),2800,Residential Structures,-79.32431802090154,43.67261230021652
2015-09-14,2015-10-01,Monday,Church-Yonge Corridor (75),4000,Commercial Areas,-79.37901716162628,43.659648849449276
2015-09-11,2015-10-01,Friday,Annex (95),400,Open/Public Spaces,-79.40400062928025,43.67158543003155
2015-09-15,2015-10-01,Tuesday,Rosedale-Moore Park (98),3000,Residential Structures,-79.37966939989423,43.6828204124932
2015-09-11,2015-10-01,Friday,Waterfront Communities-The Island (77),750,Commercial Areas,-79.3772023229936,43.633880327159524
2015-09-14,2015-10-01,Monday,Moss Park (73),500,Open/Public Spaces,-79.36729702995146,43.656517618834606
2015-09-15,2015-10-01,Tuesday,Waterfront Communities-The Island (77),425,Commercial Areas,-79.3772023229936,43.633880327159524
